FPS, FrameTime, Latency
134.48, 7.44, 34.00
124.46, 8.03, 34.00
148.21, 6.75, 34.00
83.16, 12.02, 34.00
153.74, 6.50, 34.00
118.62, 8.43, 34.00
117.98, 8.48, 34.00
95.78, 10.44, 34.00
162.06, 6.17, 34.00
99.21, 10.08, 34.00
89.37, 11.19, 34.00
87.80, 11.39, 34.00
84.50, 11.83, 34.00
112.53, 8.89, 34.00
119.65, 8.36, 34.00
77.24, 12.95, 34.00
115.92, 8.63, 34.00
107.19, 9.33, 34.00
70.10, 14.26, 34.00
154.19, 6.49, 34.00
89.40, 11.19, 34.00
158.71, 6.30, 34.00
136.89, 7.31, 34.00
83.65, 11.95, 34.00
138.21, 7.24, 34.00
120.39, 8.31, 34.00
106.40, 9.40, 34.00
102.01, 9.80, 34.00
122.82, 8.14, 34.00
103.32, 9.68, 34.00
144.98, 6.90, 34.00
100.51, 9.95, 34.00
130.51, 7.66, 34.00
127.37, 7.85, 34.00
116.32, 8.60, 34.00
118.37, 8.45, 34.00
112.00, 8.93, 34.00
149.90, 6.67, 34.00
128.46, 7.78, 34.00
79.68, 12.55, 34.00
128.07, 7.81, 34.00
104.07, 9.61, 34.00
102.11, 9.79, 34.00
163.18, 6.13, 34.00
94.25, 10.61, 34.00
189.20, 5.29, 34.00
129.98, 7.69, 34.00
102.58, 9.75, 34.00
92.38, 10.83, 34.00
97.34, 10.27, 34.00
133.76, 7.48, 34.00
122.95, 8.13, 34.00
107.64, 9.29, 34.00
114.63, 8.72, 34.00
158.29, 6.32, 34.00
115.71, 8.64, 34.00
116.44, 8.59, 34.00
136.66, 7.32, 34.00
110.53, 9.05, 34.00
95.97, 10.42, 34.00
96.80, 10.33, 34.00
130.74, 7.65, 34.00
160.72, 6.22, 34.00
104.33, 9.59, 34.00
83.24, 12.01, 34.00
99.74, 10.03, 34.00
174.49, 5.73, 34.00
112.26, 8.91, 34.00
126.25, 7.92, 34.00
125.88, 7.94, 34.00
64.75, 15.44, 34.00
137.90, 7.25, 34.00
99.11, 10.09, 34.00
121.03, 8.26, 34.00
134.49, 7.44, 34.00
138.67, 7.21, 34.00
117.95, 8.48, 34.00
100.78, 9.92, 34.00
145.11, 6.89, 34.00
117.62, 8.50, 34.00
165.90, 6.03, 34.00
122.37, 8.17, 34.00
108.00, 9.26, 34.00
115.15, 8.68, 34.00
158.39, 6.31, 34.00
134.10, 7.46, 34.00
145.97, 6.85, 34.00
140.85, 7.10, 34.00
106.74, 9.37, 34.00
107.11, 9.34, 34.00
147.12, 6.80, 34.00
142.30, 7.03, 34.00
79.90, 12.52, 34.00
104.93, 9.53, 34.00
137.42, 7.28, 34.00
131.49, 7.61, 34.00
81.91, 12.21, 34.00
109.21, 9.16, 34.00
140.96, 7.09, 34.00
128.75, 7.77, 34.00
118.09, 8.47, 34.00
106.15, 9.42, 34.00
97.22, 10.29, 34.00
104.47, 9.57, 34.00
100.17, 9.98, 34.00
105.87, 9.45, 34.00
99.12, 10.09, 34.00
106.30, 9.41, 34.00
112.54, 8.89, 34.00
138.49, 7.22, 34.00
121.00, 8.26, 34.00
127.85, 7.82, 34.00
67.91, 14.73, 34.00
89.47, 11.18, 34.00
106.76, 9.37, 34.00
96.92, 10.32, 34.00
154.24, 6.48, 34.00
101.02, 9.90, 34.00
83.49, 11.98, 34.00
167.71, 5.96, 34.00
108.67, 9.20, 34.00
89.66, 11.15, 34.00
162.11, 6.17, 34.00
134.09, 7.46, 34.00
110.49, 9.05, 34.00
99.33, 10.07, 34.00
106.29, 9.41, 34.00
116.74, 8.57, 34.00
103.42, 9.67, 34.00
121.34, 8.24, 34.00
97.06, 10.30, 34.00
122.90, 8.14, 34.00
108.14, 9.25, 34.00
140.14, 7.14, 34.00
106.86, 9.36, 34.00
110.56, 9.04, 34.00
67.53, 14.81, 34.00
138.46, 7.22, 34.00
89.41, 11.18, 34.00
77.94, 12.83, 34.00
112.57, 8.88, 34.00
86.90, 11.51, 34.00
99.98, 10.00, 34.00
93.46, 10.70, 34.00
75.54, 13.24, 34.00
146.19, 6.84, 34.00
98.51, 10.15, 34.00
116.13, 8.61, 34.00
103.99, 9.62, 34.00
82.63, 12.10, 34.00
144.36, 6.93, 34.00
119.04, 8.40, 34.00
105.88, 9.44, 34.00
99.81, 10.02, 34.00
136.19, 7.34, 34.00
125.70, 7.96, 34.00
119.06, 8.40, 34.00
73.39, 13.62, 34.00
141.58, 7.06, 34.00
113.89, 8.78, 34.00
131.29, 7.62, 34.00
150.52, 6.64, 34.00
99.11, 10.09, 34.00
178.79, 5.59, 34.00
102.50, 9.76, 34.00
108.82, 9.19, 34.00
128.11, 7.81, 34.00
152.43, 6.56, 34.00
129.43, 7.73, 34.00
99.39, 10.06, 34.00
162.64, 6.15, 34.00
154.08, 6.49, 34.00
120.46, 8.30, 34.00
132.90, 7.52, 34.00
110.19, 9.07, 34.00
101.12, 9.89, 34.00
171.24, 5.84, 34.00
97.29, 10.28, 34.00
149.85, 6.67, 34.00
100.21, 9.98, 34.00
80.40, 12.44, 34.00
149.18, 6.70, 34.00
103.17, 9.69, 34.00
118.18, 8.46, 34.00
83.87, 11.92, 34.00
138.77, 7.21, 34.00
134.62, 7.43, 34.00
99.77, 10.02, 34.00
160.32, 6.24, 34.00
118.76, 8.42, 34.00
133.82, 7.47, 34.00
105.75, 9.46, 34.00
139.72, 7.16, 34.00
130.99, 7.63, 34.00
